stark,star1,star2,star3,totexpk,treadssk,tmathssk,totexp1,treadss1,tmathss1,totexp2,treadss2,tmathss2,treadss3,tmathss3,totexp3,schidkn,schid1n,schid2n,schid3n,tscorek,tscore1,tscore2,tscore3,sck,sc1,sc2,sc3,rak,ra1,ra2,ra3,white,black,other,boy,freelunk,freelun1,freelun2,freelun3
yes,no,no,no,10,408,423,,,,,,,,,,42,,,,831,,,,1,,,,0,,,,1,0,0,1,0,,,
no,no,yes,no,,,,,,,10,,,,,,,,53,,,,,,,,0,,,,1,,1,0,0,0,,,1,
yes,yes,yes,yes,2,411,454,4,482,484,30,554,545,572,596,31,32,32,32,32,865,966,1099,1168,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
yes,yes,yes,yes,12,430,478,13,540,553,16,614,607,631,604,10,8,8,8,8,908,1093,1221,1235,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
no,yes,yes,yes,,,,10,447,484,26,,,,,17,,62,62,62,,931,,,,0,0,0,,0,0,0,1,0,0,0,,1,1,1
no,no,yes,no,,,,,,,14,,,,,,,,55,,,,,,,,1,,,,0,,1,0,0,0,,,0,
no,no,no,yes,,,,,,,,,,555,547,23,,,,32,,,,1102,,,,0,,,,1,0,1,0,0,,,,1
no,yes,no,no,,,,13,,529,,,,,,,,70,,,,,,,,0,,,,1,,,1,0,0,1,,1,,
yes,yes,yes,yes,19,565,489,7,604,601,11,732,639,680,700,31,64,64,64,64,1054,1205,1371,1380,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
no,yes,yes,yes,,,,2,516,510,29,611,596,650,608,11,,56,56,56,,1026,1207,1258,,0,0,0,,1,1,1,1,0,0,0,,0,0,0
yes,no,no,no,3,416,463,,,,,,,,,,78,,,,879,,,,0,,,,1,,,,1,0,0,1,0,,,
no,yes,yes,no,,,,12,483,532,11,575,584,,,,,3,3,,,1015,1159,,,0,0,,,0,1,,1,0,0,0,,0,0,
yes,yes,yes,yes,19,,454,1,507,526,11,549,543,578,580,31,64,64,64,64,,1033,1092,1158,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
yes,yes,no,no,8,413,439,4,447,490,,,,,,,16,16,,,852,937,,,0,0,,,0,1,,,0,1,0,1,1,1,,
yes,no,no,no,10,448,473,,,,,,,,,,42,,,,921,,,,1,,,,0,,,,1,0,0,1,0,,,
yes,no,no,no,first year teacher,400,412,,,,,,,,,,46,,,,812,,,,0,,,,1,,,,0,1,0,1,1,,,
yes,yes,yes,yes,13,428,463,15,505,502,10,637,552,608,608,15,8,8,8,8,891,1007,1189,1216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
yes,yes,yes,yes,12,433,444,19,,454,19,517,479,557,,24,46,46,46,46,877,,996,,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
yes,yes,yes,no,8,440,520,10,558,535,18,593,584,,,,57,57,57,,960,1093,1177,,1,1,1,,0,0,0,,1,0,0,1,0,0,0,
no,no,yes,no,,,,,,,39,568,626,,,,,,56,,,,1194,,,,1,,,,0,,1,0,0,1,,,1,
no,no,no,yes,,,,,,,,,,543,554,28,,,,20,,,,1097,,,,0,,,,1,0,1,0,1,,,,0
no,no,no,yes,,,,,,,,,,,,36,,,,10,,,,,,,,0,,,,1,1,0,0,1,,,,0
no,yes,yes,yes,,,,1,540,535,22,579,552,631,580,15,,61,61,61,,1075,1131,1211,,0,0,0,,1,1,1,1,0,0,0,,0,0,0
no,yes,no,no,,,,3,475,542,,,,,,,,55,,,,1017,,,,0,,,,1,,,1,0,0,1,,0,,
no,no,no,yes,,,,,,,,,,554,562,11,,,,16,,,,1116,,,,0,,,,1,0,1,0,1,,,,1
no,no,yes,yes,,,,,,,10,669,639,686,752,22,,,43,43,,,1308,1438,,,0,0,,,1,1,1,0,0,1,,,0,0
yes,yes,yes,yes,22,414,484,7,469,502,6,557,570,599,582,5,33,33,33,33,898,971,1127,1181,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
yes,yes,yes,yes,1,,,1,480,512,30,611,568,585,596,33,32,32,32,32,,992,1179,1181,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1
yes,yes,no,no,8,413,399,8,426,446,,,,,,,4,4,,,812,872,,,0,0,,,0,0,,,1,0,0,1,0,0,,
no,no,yes,yes,,,,,,,13,517,579,,,2,,,23,29,,,1096,,,,0,0,,,0,1,0,1,0,1,,,1,1
no,no,no,yes,,,,,,,,,,,639,17,,,,70,,,,,,,,1,,,,0,1,0,0,0,,,,0
yes,yes,yes,yes,13,453,489,12,553,562,6,637,565,633,620,16,80,80,80,80,942,1115,1202,1253,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
no,no,no,yes,,,,,,,,,,,,5,,,,51,,,,,,,,0,,,,0,1,0,0,0,,,,
yes,yes,yes,yes,5,408,520,12,462,549,2,536,582,585,636,2,47,47,47,47,928,1011,1118,1221,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
no,no,no,yes,,,,,,,,,,620,589,3,,,,3,,,,1209,,,,0,,,,1,1,0,0,0,,,,1
no,no,yes,no,,,,,,,4,,,,,,,,64,,,,,,,,0,,,,1,,,,,0,,,1,
yes,no,no,no,first year teacher,403,434,,,,,,,,,,7,,,,837,,,,0,,,,0,,,,1,0,0,1,0,,,
no,no,no,yes,,,,,,,,,,575,573,13,,,,75,,,,1148,,,,1,,,,0,1,0,0,1,,,,0
yes,yes,yes,yes,19,545,576,7,651,601,32,659,639,670,672,17,64,64,64,64,1121,1252,1298,1342,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
yes,no,no,no,10,408,423,,,,,,,,,,18,,,,831,,,,1,,,,0,,,,0,1,0,1,1,,,
yes,yes,yes,yes,21,428,489,9,516,532,12,568,563,,,11,15,15,15,15,917,1048,1131,,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,
yes,no,no,no,6,453,500,,,,,,,,,,24,,,,953,,,,0,,,,0,,,,0,1,0,0,0,,,
no,yes,yes,yes,,,,12,544,601,5,560,556,,,27,,52,52,52,,1145,1116,,,1,1,1,,0,0,0,0,1,0,0,,0,1,
no,no,no,yes,,,,,,,,,,549,593,8,,,,32,,,,1142,,,,1,,,,0,0,1,0,1,,,,1
yes,yes,yes,yes,3,424,484,12,505,584,2,618,648,641,711,5,66,66,66,66,908,1089,1266,1352,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
no,yes,yes,no,,,,23,434,477,2,,,,,,,21,33,,,911,,,,0,0,,,0,0,,0,1,0,1,,1,1,
no,no,no,yes,,,,,,,,,,620,639,9,,,,48,,,,1259,,,,0,,,,1,1,0,0,0,,,,1
yes,yes,yes,yes,18,460,506,13,604,584,9,614,582,,,15,52,52,52,52,966,1188,1196,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,
yes,no,no,yes,17,407,449,,,,,,,626,626,19,2,,,2,856,,,1252,0,,,0,1,,,1,1,0,0,1,1,,,0
yes,yes,yes,yes,first year teacher,414,473,first year teacher,521,545,14,614,590,657,648,18,4,4,4,4,887,1066,1204,1305,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
yes,no,no,no,10,,,,,,,,,,,,42,,,,,,,,1,,,,0,,,,0,0,1,1,0,,,
yes,yes,no,no,11,483,520,31,604,493,,,,,,,11,11,,,1003,1097,,,1,1,,,0,0,,,1,0,0,0,0,0,,
yes,no,no,no,27,382,434,,,,,,,,,,70,,,,816,,,,0,,,,1,,,,1,0,0,1,0,,,
yes,no,no,no,2,397,434,,,,,,,,,,28,,,,831,,,,1,,,,0,,,,0,1,0,1,1,,,
yes,yes,yes,no,3,425,489,1,472,526,2,521,570,,,,44,44,44,,914,998,1091,,1,1,1,,0,0,0,,1,0,0,1,0,0,0,
no,no,yes,yes,,,,,,,18,557,570,608,610,18,,,17,17,,,1127,1218,,,1,0,,,0,1,0,1,0,0,,,1,1
yes,no,no,no,11,492,536,,,,,,,,,,11,,,,1028,,,,1,,,,0,,,,1,0,0,1,1,,,
yes,no,no,no,4,447,536,,,,,,,,,,48,,,,983,,,,0,,,,0,,,,1,0,0,0,0,,,
no,yes,yes,yes,,,,1,524,562,1,486,554,592,622,11,,45,45,45,,1086,1040,1214,,0,0,0,,1,1,1,0,1,0,1,,1,1,1
yes,yes,no,no,12,418,500,12,548,518,,,,,,,2,2,,,918,1066,,,1,1,,,0,0,,,1,0,0,1,1,1,,
yes,yes,yes,yes,13,514,484,first year teacher,604,562,1,669,626,686,691,5,66,66,66,66,998,1166,1295,1377,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1
yes,no,no,no,7,410,429,,,,,,,,,,22,,,,839,,,,0,,,,1,,,,0,1,0,0,1,,,
no,yes,no,yes,,,,4,553,515,,,,639,588,19,,54,,54,,1068,,1227,,0,,0,,1,,1,1,0,0,0,,1,,1
yes,yes,yes,yes,8,433,478,9,564,545,12,637,593,624,642,21,5,5,5,5,911,1109,1230,1266,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,
no,yes,yes,yes,,,,3,495,538,15,549,603,612,614,21,,41,41,41,,1033,1152,1226,,0,0,0,,1,1,1,1,0,0,0,,,0,0
yes,yes,no,no,4,408,429,2,465,474,,,,,,,80,80,,,837,939,,,0,0,,,0,0,,,1,0,0,1,0,0,,
no,yes,yes,yes,,,,10,495,545,19,505,557,543,588,16,,9,9,9,,1040,1062,1131,,0,0,0,,1,1,1,1,0,0,1,,0,1,1
yes,yes,yes,yes,3,463,528,7,548,553,15,627,584,644,651,24,7,7,7,7,991,1101,1211,1295,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
no,no,yes,no,,,,,,,32,,,,,,,,30,,,,,,,,0,,,,1,,,,,0,,,1,
yes,no,no,no,8,427,418,,,,,,,,,,61,,,,845,,,,0,,,,1,,,,1,0,0,1,0,,,
no,no,yes,yes,,,,,,,16,549,584,614,594,11,,,16,16,,,1133,1208,,,0,0,,,1,1,0,1,0,0,,,1,1
yes,yes,no,no,12,397,434,15,414,441,,,,,,,8,8,,,831,855,,,0,0,,,0,0,,,1,0,0,1,1,1,,
no,no,yes,yes,,,,,,,16,575,552,580,577,10,,,8,8,,,1127,1157,,,0,0,,,1,1,1,0,0,0,,,0,1
yes,no,no,yes,13,428,463,,,,,,,593,591,4,55,,,55,891,,,1184,0,,,0,1,,,1,1,0,0,0,1,,,1
no,no,yes,yes,,,,,,,13,549,577,612,618,30,,,1,1,,,1126,1230,,,0,0,,,1,1,1,0,0,0,,,0,0
no,no,yes,yes,,,,,,,8,650,590,,,22,,,58,58,,,1240,,,,0,0,,,0,0,1,0,0,1,,,0,0
yes,no,no,no,3,439,454,,,,,,,,,,42,,,,893,,,,0,,,,1,,,,1,0,0,0,0,,,
no,no,yes,yes,,,,,,,18,582,561,622,614,8,,,17,17,,,1143,1236,,,1,1,,,0,0,0,1,0,0,,,,0
yes,no,no,no,11,397,423,,,,,,,,,,9,,,,820,,,,0,,,,1,,,,1,0,0,0,1,,,
no,no,no,yes,,,,,,,,,,604,642,18,,,,4,,,,1246,,,,1,,,,0,1,0,0,0,,,,0
no,yes,yes,yes,,,,9,629,592,5,602,615,650,604,3,,3,3,3,,1221,1217,1254,,0,0,0,,1,1,1,1,0,0,1,,1,1,1
yes,yes,yes,yes,3,538,602,9,544,601,2,622,615,693,672,8,22,22,22,22,1140,1145,1237,1365,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1
yes,yes,no,no,11,405,434,6,423,468,,,,,,,22,22,,,839,891,,,0,0,,,0,1,,,0,1,0,0,1,1,,
no,yes,no,no,,,,8,,,,,,,,,,13,,,,,,,,0,,,,0,,,,,,,,0,,
no,yes,yes,no,,,,12,478,507,2,,,,,,,47,47,,,985,,,,0,0,,,0,0,,1,0,0,1,,0,1,
yes,no,yes,no,17,411,439,,,,20,584,577,,,,43,,43,,850,,1161,,0,,0,,1,,0,,1,0,0,1,0,,0,
yes,yes,yes,yes,2,413,500,1,544,510,8,591,615,633,659,11,28,28,28,28,913,1054,1206,1292,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1
no,yes,yes,yes,,,,2,468,523,2,509,526,,,18,,23,23,33,,991,1035,,,0,0,0,,0,0,1,0,1,0,1,,1,1,1
no,yes,no,no,,,,15,553,592,,,,,,,,63,,,,1145,,,,1,,,,0,,,1,0,0,0,,,,
no,yes,yes,yes,,,,24,533,557,24,559,552,560,586,25,,27,27,27,,1090,1111,1146,,0,0,0,,1,0,1,0,1,0,1,,1,1,1
yes,no,no,no,10,518,463,,,,,,,,,,72,,,,981,,,,0,,,,1,,,,1,0,0,1,0,,,
yes,yes,yes,yes,12,424,536,6,579,572,2,614,639,629,634,10,35,35,35,35,960,1151,1253,1263,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
yes,no,no,no,14,514,506,,,,,,,,,,42,,,,1020,,,,0,,,,0,,,,1,0,0,1,0,,,
no,no,no,yes,,,,,,,,,,567,558,,,,,23,,,,1125,,,,0,,,,0,0,1,0,1,,,,1
yes,yes,yes,yes,5,421,434,3,426,470,4,533,554,,,16,33,19,19,19,855,896,1087,,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
no,yes,yes,yes,,,,4,516,520,1,627,574,654,631,24,,54,54,54,,1036,1201,1285,,1,1,1,,0,0,0,1,0,0,1,,0,0,0
no,no,no,yes,,,,,,,,,,647,672,5,,,,7,,,,1319,,,,0,,,,1,1,0,0,1,,,,0
no,no,yes,yes,,,,,,,10,584,607,610,620,7,,,53,53,,,1191,1230,,,0,0,,,1,1,1,0,0,0,,,1,1
no,no,no,yes,,,,,,,,,,680,667,19,,,,17,,,,1347,,,,0,,,,0,1,0,0,1,,,,1
yes,yes,yes,no,13,413,444,13,488,523,6,,,,,,76,77,77,,857,1011,,,0,0,0,,1,0,0,,1,0,0,1,0,0,0,
yes,yes,yes,no,5,467,489,4,544,562,9,604,546,,,,51,51,51,,956,1106,1150,,0,0,0,,1,1,1,,1,0,0,1,1,1,1,
no,no,yes,yes,,,,,,,16,604,577,587,596,11,,,16,16,,,1181,1183,,,0,0,,,1,1,0,1,0,1,,,1,1
yes,yes,no,no,8,411,449,7,,,,,,,,,72,72,,,860,,,,0,0,,,0,1,,,1,0,0,1,1,0,,
no,yes,no,no,,,,22,499,526,,,,,,,,37,,,,1025,,,,0,,,,1,,,1,0,0,1,,1,,
yes,yes,yes,yes,5,451,528,9,651,532,9,627,620,650,,6,58,58,58,58,979,1183,1247,,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
yes,yes,yes,yes,8,439,489,20,564,601,15,596,538,602,583,7,9,9,9,9,928,1165,1134,1185,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,
yes,no,no,no,12,,,,,,,,,,,,8,,,,,,,,0,,,,0,,,,1,0,0,1,1,,,
yes,yes,yes,yes,2,507,576,1,629,612,12,709,659,713,678,3,40,40,40,40,1083,1241,1368,1391,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
no,no,no,yes,,,,,,,,,,647,655,3,,,,30,,,,1302,,,,1,,,,0,0,1,0,0,,,,1
yes,yes,yes,yes,6,451,506,11,548,578,15,618,590,626,651,5,13,13,13,13,957,1126,1208,1277,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,
yes,yes,no,no,11,427,439,8,480,500,,,,,,,9,9,,,866,980,,,0,0,,,1,1,,,1,0,0,0,1,1,,
no,yes,yes,yes,,,,10,516,553,4,602,593,588,663,4,,61,61,61,,1069,1195,1251,,0,0,0,,0,0,0,1,0,0,1,,0,0,0
yes,yes,yes,yes,10,472,484,9,533,562,23,618,596,618,663,15,68,68,68,68,956,1095,1214,1281,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
yes,yes,no,no,17,402,478,5,456,495,,,,,,,2,2,,,880,951,,,0,0,,,1,0,,,1,0,0,1,1,1,,
yes,yes,yes,yes,first year teacher,424,484,27,463,,4,527,587,570,583,15,27,27,27,27,908,,1114,1153,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
no,yes,yes,yes,,,,12,558,592,2,709,674,686,700,24,,66,66,66,,1150,1383,1386,,0,0,1,,0,0,0,1,0,0,0,,1,1,1
no,no,yes,yes,,,,,,,13,524,510,552,543,13,,,26,26,,,1034,1095,,,0,0,,,1,1,0,1,0,0,,,1,1
no,no,no,yes,,,,,,,,,,,,1,,,,77,,,,,,,,0,,,,1,1,0,0,0,,,,1
yes,yes,yes,yes,8,427,506,13,533,526,15,631,577,686,663,17,49,49,49,49,933,1059,1208,1349,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1
no,no,no,yes,,,,,,,,,,622,636,17,,,,49,,,,1258,,,,0,,,,1,1,0,0,1,,,,0
yes,yes,yes,yes,11,483,506,19,629,578,12,637,577,713,645,2,59,59,59,59,989,1207,1214,1358,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
no,yes,no,no,,,,20,,,,,,,,,,49,,,,,,,,0,,,,0,,,1,0,0,0,,1,,
no,no,no,yes,,,,,,,,,,616,639,14,,,,51,,,,1255,,,,0,,,,1,1,0,0,0,,,,1
no,no,yes,yes,,,,,,,2,566,556,606,597,22,,,14,14,,,1122,1203,,,0,1,,,0,0,0,1,0,0,,,1,1
yes,yes,yes,yes,15,427,500,9,492,557,31,530,563,582,583,5,7,7,7,7,927,1049,1093,1165,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
no,yes,yes,no,,,,14,434,451,32,497,530,,,,,31,31,,,885,1027,,,0,0,,,0,0,,0,1,0,0,,0,0,
no,yes,yes,yes,,,,5,451,523,23,524,550,531,549,15,,56,56,56,,974,1074,1080,,0,0,0,,0,1,1,1,0,0,1,,1,1,1
yes,yes,yes,yes,21,,,25,475,505,5,569,517,,,20,23,23,23,23,,980,1086,,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1
no,no,yes,no,,,,,,,8,,,,,,,,44,,,,,,,,0,,,,1,,0,1,0,1,,,1,
yes,no,no,no,10,407,423,,,,,,,,,,70,,,,830,,,,0,,,,0,,,,1,0,0,1,0,,,
no,no,no,yes,,,,,,,,,,585,588,5,,,,19,,,,1173,,,,0,,,,0,0,1,0,0,,,,1
yes,yes,no,no,1,425,528,15,483,538,,,,,,,19,19,,,953,1021,,,0,0,,,1,0,,,0,1,0,0,1,1,,
no,yes,yes,yes,,,,13,524,535,20,604,611,606,597,19,,74,74,74,,1059,1215,1203,,0,0,0,,1,1,1,1,0,0,0,,0,0,0
yes,yes,yes,no,4,428,423,23,488,545,20,602,563,,,,35,34,34,,851,1033,1165,,0,0,0,,0,1,1,,1,0,0,1,0,0,0,
no,yes,no,no,,,,29,,,,,,,,,,61,,,,,,,,0,,,,1,,,1,0,0,0,,0,,
yes,yes,yes,yes,8,460,484,1,604,578,5,622,626,675,672,3,68,68,68,68,944,1182,1248,1347,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1
no,no,no,yes,,,,,,,,,,606,622,13,,,,72,,,,1228,,,,0,,,,0,1,0,0,0,,,,1
yes,yes,yes,yes,18,503,576,18,579,627,19,659,615,661,648,13,41,41,41,41,1079,1206,1274,1309,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
yes,yes,yes,no,14,445,528,first year teacher,,,31,588,561,,,,70,70,69,,973,,1149,,0,0,0,,1,0,0,,1,0,0,1,1,1,1,
no,yes,yes,yes,,,,13,590,584,20,650,607,686,667,19,,74,74,74,,1174,1257,1353,,0,0,0,,1,1,1,1,0,0,0,,0,0,0
no,yes,no,no,,,,18,453,505,,,,,,,,25,,,,958,,,,0,,,,0,,,1,0,0,1,,0,,
no,no,yes,no,,,,,,,18,,,,,,,,35,,,,,,,,0,,,,0,,,,,,,,1,
yes,yes,no,no,21,433,468,5,548,535,,,,,,,40,40,,,901,1083,,,0,0,,,1,1,,,1,0,0,1,0,0,,
yes,no,no,no,15,413,423,,,,,,,,,,55,,,,836,,,,1,,,,0,,,,1,0,0,1,1,,,
yes,yes,yes,yes,13,407,439,5,501,502,15,596,626,629,616,9,56,56,56,56,846,1003,1222,1245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
no,no,yes,no,,,,,,,12,499,603,,,,,,40,,,,1102,,,,0,,,,0,,1,0,0,0,,,1,
yes,yes,yes,yes,first year teacher,451,500,8,514,567,1,602,599,587,620,7,59,59,59,59,951,1081,1201,1207,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
no,yes,yes,no,,,,12,507,468,13,577,520,,,,,59,59,,,975,1097,,,0,0,,,1,1,,0,1,0,0,,1,1,
yes,yes,no,no,10,413,449,2,451,505,,,,,,,1,1,,,862,956,,,0,0,,,0,0,,,0,1,0,1,0,1,,
yes,yes,no,no,3,422,484,13,447,505,,,,,,,78,78,,,906,952,,,0,0,,,1,0,,,1,0,0,0,0,0,,
no,yes,no,no,,,,29,530,512,,,,,,,,61,,,,1042,,,,0,,,,1,,,1,0,0,0,,0,,
yes,yes,no,no,5,467,520,5,434,493,,,,,,,28,28,,,987,927,,,0,0,,,1,1,,,0,1,0,0,1,1,,
no,yes,no,no,,,,6,548,542,,,,,,,,51,,,,1090,,,,0,,,,1,,,1,0,0,0,,0,,
yes,yes,yes,yes,3,395,418,first year teacher,456,479,7,509,540,570,564,25,32,32,32,32,813,935,1049,1134,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
yes,yes,no,no,10,422,559,14,,,,,,,,,72,72,,,981,,,,0,0,,,1,1,,,1,0,0,1,1,1,,
yes,no,no,no,first year teacher,,,,,,,,,,,,32,,,,,,,,0,,,,1,,,,0,1,0,0,1,,,
yes,yes,yes,yes,20,,,4,460,481,22,568,554,620,614,14,71,71,71,71,,941,1122,1234,1,0,0,0,0,0,0,0,1,0,0,0,,1,,1
no,yes,yes,yes,,,,27,499,470,9,520,462,,,8,,58,58,58,,969,982,,,0,0,0,,1,1,1,0,1,0,1,,0,0,0
yes,no,no,no,5,376,354,,,,,,,,,,33,,,,730,,,,0,,,,1,,,,0,1,0,1,1,,,
yes,yes,yes,yes,3,408,463,13,509,567,18,618,626,644,684,13,78,78,78,78,871,1076,1244,1328,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
yes,no,no,no,6,,,,,,,,,,,,2,,,,,,,,0,,,,0,,,,1,0,0,0,1,,,
no,no,yes,yes,,,,,,,7,,,506,571,17,,,44,44,,,,1077,,,0,0,,,1,1,0,1,0,1,,,0,
yes,yes,yes,yes,4,403,429,16,487,515,8,568,550,575,576,first year teacher,7,7,7,7,832,1002,1118,1151,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1
yes,yes,yes,yes,11,431,449,7,501,553,21,591,572,602,622,32,51,51,51,51,880,1054,1163,1224,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
no,yes,no,no,,,,12,488,523,,,,,,,,60,,,,1011,,,,1,,,,0,,,1,0,0,1,,1,,
no,no,yes,yes,,,,,,,12,532,530,552,591,14,,,22,22,,,1062,1143,,,0,0,,,0,1,0,1,0,1,,,1,1
yes,yes,no,no,2,425,423,3,590,592,,,,,,,73,73,,,848,1182,,,1,1,,,0,0,,,1,0,0,1,0,0,,
no,no,no,yes,,,,,,,,,,599,583,31,,,,32,,,,1182,,,,0,,,,0,0,1,0,1,,,,1
yes,yes,yes,yes,4,439,520,12,629,572,1,669,648,641,678,18,39,39,39,39,959,1201,1317,1319,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
yes,yes,no,no,13,424,429,3,495,488,,,,,,,56,56,,,853,983,,,0,0,,,0,0,,,0,1,0,1,1,1,,
yes,yes,yes,yes,8,434,473,29,533,526,33,627,632,641,639,2,4,4,4,4,907,1059,1259,1280,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
yes,no,no,no,13,443,536,,,,,,,,,,75,,,,979,,,,0,,,,0,,,,1,0,0,1,0,,,
yes,yes,no,no,5,425,484,20,501,562,,,,,,,37,37,,,909,1063,,,0,0,,,0,0,,,1,0,0,1,0,0,,
yes,no,no,no,first year teacher,443,473,,,,,,,,,,42,,,,916,,,,1,,,,0,,,,1,0,0,1,0,,,
no,no,yes,no,,,,,,,11,618,603,,,,,,55,,,,1221,,,,0,,,,1,,1,0,0,0,,,0,
no,yes,no,no,,,,17,483,567,,,,,,,,79,,,,1050,,,,0,,,,0,,,1,0,0,1,,1,,
yes,yes,yes,yes,12,460,500,6,540,529,28,614,590,641,622,,15,15,15,24,960,1069,1204,1263,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1
yes,yes,yes,yes,5,470,528,6,579,592,3,608,607,675,626,19,58,58,58,58,998,1171,1215,1301,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
no,no,no,yes,,,,,,,,,,633,620,37,,,,11,,,,1253,,,,0,,,,0,1,0,0,0,,,,0
no,no,yes,yes,,,,,,,10,517,574,562,574,30,,,19,19,,,1091,1136,,,0,0,,,0,1,0,1,0,0,,,1,1
yes,no,no,no,1,413,439,,,,,,,,,,26,,,,852,,,,1,,,,0,,,,0,1,0,1,1,,,
yes,yes,yes,yes,6,497,536,7,579,578,first year teacher,643,590,647,655,3,68,68,68,68,1033,1157,1233,1302,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
no,yes,yes,yes,,,,10,524,553,17,637,659,644,651,38,,9,9,9,,1077,1296,1295,,0,0,0,,1,1,1,1,0,0,1,,0,0,0
no,yes,no,no,,,,first year teacher,441,474,,,,,,,,48,,,,915,,,,0,,,,1,,,1,0,0,0,,1,,
yes,yes,yes,yes,8,458,506,1,536,523,8,643,584,657,624,9,38,38,38,38,964,1059,1227,1281,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1
no,yes,yes,no,,,,18,527,562,4,569,620,,,,,41,41,,,1089,1189,,,0,0,,,0,0,,1,0,0,1,,0,0,
yes,yes,yes,yes,1,428,468,4,494,542,26,529,536,567,556,18,33,33,33,33,896,1036,1065,1123,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1
yes,yes,yes,yes,10,455,489,2,536,557,12,611,620,616,645,5,1,1,1,1,944,1093,1231,1261,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
yes,yes,yes,yes,10,474,536,24,521,592,31,579,593,620,601,18,27,27,33,33,1010,1113,1172,1221,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0
yes,yes,yes,yes,8,425,484,10,558,572,4,608,639,665,648,4,61,61,61,61,909,1130,1247,1313,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
yes,yes,yes,yes,1,419,444,17,453,479,30,518,523,562,546,31,14,14,32,32,863,932,1041,1108,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1
yes,no,no,no,first year teacher,538,576,,,,,,,,,,42,,,,1114,,,,1,,,,0,,,,1,0,0,1,0,,,
yes,no,no,no,3,405,454,,,,,,,,,,43,,,,859,,,,0,,,,0,,,,1,0,0,1,0,,,
yes,no,no,no,12,443,478,,,,,,,,,,46,,,,921,,,,0,,,,0,,,,1,0,0,1,1,,,
no,yes,yes,yes,,,,7,431,456,8,515,492,,,15,,51,51,51,,887,1007,,,0,0,0,,0,0,0,0,1,0,1,,1,1,1
no,yes,yes,no,,,,22,519,549,20,608,570,,,,,43,43,,,1068,1178,,,0,0,,,0,0,,1,0,0,1,,0,0,
yes,yes,no,no,5,408,444,28,483,512,,,,,,,64,64,,,852,995,,,0,0,,,1,1,,,1,0,0,0,1,,,
yes,yes,no,no,first year teacher,413,439,first year teacher,431,481,,,,,,,4,4,,,852,912,,,1,1,,,0,0,,,1,0,0,1,0,0,,
yes,no,no,yes,10,440,576,,,,,,,650,642,12,27,,,28,1016,,,1292,0,,,0,1,,,1,0,1,0,1,1,,,1
